ncei_id,location_name,ncei_magnitude,damage_order,mag_body_wave,published,damage_order_total,houses_damaged_total,houses_damaged_order_total,country,region_code,injuries,injuries_order,houses_destroyed,houses_destroyed_order,houses_damaged,houses_damaged_order,mag_moment,mag_surface_wave,injuries_total,injuries_order_total,houses_destroyed_total,houses_destroyed_order_total,deaths,deaths_order,damage_millions,deaths_total,deaths_order_total,damage_millions_total,intensity,usgs_id,time,latitude,longitude,depth,usgs_magnitude,place,sig,mmi,alert,magnitude,year,depth_category,region
5692,TURKEY:  BINGOL,6.4,3.0,5.7,True,3.0,2593.0,4.0,TURKEY,140,521.0,3.0,718.0,3.0,718.0,3.0,6.4,6.4,521.0,3.0,718.0,3.0,177.0,3.0,,177.0,3.0,,,usp000bwbc,2003-05-01 00:27:04.700000+00:00,39.007,40.464,10.0,6.4,"13 km N of Bingöl, Turkey",630,9.049,,6.4,2003,shallow,TURKEY:  BINGOL
5693,CHINA:  S. XINJIANG:  YOPURGA,5.8,3.0,5.0,True,3.0,,,CHINA,40,3.0,1.0,1600.0,4.0,,,5.8,5.6,3.0,1.0,1600.0,4.0,1.0,1.0,,1.0,1.0,,,usp000bwm1,2003-05-04 15:44:35.560000+00:00,39.43,77.219,10.0,5.8,"105 km E of Kashgar, China",518,7.163,,5.8,2003,shallow,CHINA:  S. XINJIANG:  YOPURGA
5694,"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA",6.8,4.0,6.5,True,4.0,163000.0,4.0,ALGERIA,15,11000.0,4.0,19000.0,4.0,163000.0,4.0,6.8,6.9,11000.0,4.0,19000.0,4.0,2287.0,4.0,5000.0,2287.0,4.0,5000.0,10.0,usp000bxpg,2003-05-21 18:44:20.100000+00:00,36.964,3.634,12.0,6.8,"25 km WNW of Dellys, Algeria",711,9.194,,6.8,2003,shallow,THENIA
5696,"INDONESIA:  MOROTAI, BEREBERE, DARUBA",7.0,1.0,6.5,True,1.0,20.0,1.0,INDONESIA,170,7.0,1.0,28.0,1.0,20.0,1.0,7.0,7.1,7.0,1.0,28.0,1.0,1.0,1.0,,1.0,1.0,,,usp000by7n,2003-05-26 19:23:27.940000+00:00,2.354,128.855,31.0,7.0,"116 km NE of Tobelo, Indonesia",754,6.299,,7.0,2003,intermediate,DARUBA
5697,"ALGERIA:  ALGIERS, BOUMERDES, REGHAIA",5.7,2.0,5.5,True,2.0,,,ALGERIA,15,200.0,3.0,,3.0,,,5.7,5.5,200.0,3.0,,3.0,9.0,1.0,,9.0,1.0,,,usp000byae,2003-05-27 17:11:28.820000+00:00,36.939,3.578,8.0,5.8,northern Algeria,518,6.434,,5.8,2003,shallow,REGHAIA
5702,INDONESIA:  FLORES:  REO,6.5,1.0,6.2,True,1.0,,2.0,INDONESIA,60,20.0,1.0,,,,2.0,6.5,6.1,20.0,1.0,,,4.0,1.0,,4.0,1.0,,,usp000btf5,2003-03-25 02:53:25.030000+00:00,-8.294,120.743,33.0,6.5,"46 km NE of Ruteng, Indonesia",650,6.584,,6.5,2003,intermediate,INDONESIA:  FLORES:  REO
5705,IRAN:  SOUTHERN: GAJJIABAD,5.8,3.0,5.9,True,3.0,,,IRAN,140,25.0,1.0,3500.0,4.0,,,5.8,5.5,25.0,1.0,3500.0,4.0,1.0,1.0,21.6,1.0,1.0,21.6,7.0,usp000c251,2003-07-10 17:06:37.660000+00:00,28.355,54.169,10.0,5.8,"57 km SW of D?r?b, Iran",518,7.143,,5.8,2003,shallow,IRAN:  SOUTHERN: GAJJIABAD
5707,CHINA:  YUNNAN PROVINCE,5.9,4.0,5.4,True,4.0,,,CHINA,30,584.0,3.0,264878.0,4.0,264878.0,4.0,5.9,6.0,584.0,3.0,264878.0,4.0,16.0,1.0,75.0,16.0,1.0,75.0,,usp000c30u,2003-07-21 15:16:31.930000+00:00,25.975,101.29,10.0,6.0,"75 km SSW of Dadukou, China",554,7.329,,6.0,2003,shallow,CHINA:  YUNNAN PROVINCE
5711,BANGLADESH:  RANGAMATI,5.7,2.0,5.5,True,2.0,,,BANGLADESH,60,25.0,1.0,500.0,3.0,,,5.7,5.5,25.0,1.0,500.0,3.0,2.0,1.0,,2.0,1.0,,,usp000c3ex,2003-07-26 23:18:17.960000+00:00,22.854,92.306,10.0,5.7,"44 km SE of Khagrachhari, Bangladesh",500,7.48,,5.7,2003,shallow,BANGLADESH:  RANGAMATI
5716,"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",5.4,3.0,5.5,True,3.0,,,CHINA,30,1000.0,3.0,7900.0,3.0,,,5.4,5.1,1000.0,3.0,7900.0,4.0,4.0,1.0,,4.0,1.0,,,usp000c534,2003-08-16 10:58:42.780000+00:00,43.77,119.643,24.4,5.4,"175 km NNE of Chifeng, China",449,6.384,,5.4,2003,shallow,TIANSHAN
5722,MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK,6.6,1.0,6.1,True,1.0,180.0,3.0,MYANMAR (BURMA),60,43.0,1.0,,,180.0,3.0,6.6,6.9,43.0,1.0,,,7.0,1.0,,7.0,1.0,,,usp000c87f,2003-09-21 18:16:13.410000+00:00,19.917,95.672,10.0,6.6,"16 km SE of Taungdwingyi, Myanmar",670,6.78,,6.6,2003,shallow,MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK
5723,"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",6.4,3.0,6.2,True,3.0,,,DOMINICAN REPUBLIC,90,15.0,1.0,,3.0,,,6.4,6.6,15.0,1.0,,3.0,3.0,1.0,,3.0,1.0,,10.0,usp000c89d,2003-09-22 04:45:36.240000+00:00,19.777,-70.673,10.0,6.4,"2 km SE of Puerto Plata, Dominican Republic",675,6.676,,6.4,2003,shallow,SANTIAGO
5725,"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",7.3,3.0,6.5,True,3.0,,,RUSSIA,40,5.0,1.0,300.0,3.0,,,7.3,7.5,5.0,1.0,300.0,3.0,3.0,1.0,10.6,3.0,1.0,10.6,10.0,usp000c8sz,2003-09-27 11:33:25.080000+00:00,50.038,87.813,16.0,7.3,"29 km S of Aktash, Russia",820,7.389,,7.3,2003,shallow,SHEBALINO
5731,CHINA:  YUNNAN PROVINCE:  DAYAO,5.6,3.0,5.2,True,3.0,,,CHINA,30,32.0,1.0,12000.0,4.0,12000.0,4.0,5.6,5.6,32.0,1.0,12000.0,4.0,3.0,1.0,,3.0,1.0,,,usp000cagn,2003-10-16 12:28:09.070000+00:00,25.954,101.254,33.0,5.6,"Yunnan, China",482,5.442,,5.6,2003,intermediate,CHINA:  YUNNAN PROVINCE:  DAYAO
5732,"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",5.8,4.0,5.8,True,4.0,,,CHINA,30,43.0,1.0,10000.0,4.0,,,5.8,5.7,43.0,1.0,10000.0,4.0,9.0,1.0,40.0,9.0,1.0,40.0,,usp000cb83,2003-10-25 12:41:35.250000+00:00,38.4,100.951,10.0,5.8,"73 km SE of Zhangye, China",518,7.064,,5.8,2003,shallow,SHANDAN
5733,"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",5.1,1.0,5.1,True,1.0,,,CHINA,30,30.0,1.0,10.0,1.0,,,5.1,5.1,30.0,1.0,10.0,1.0,1.0,1.0,,1.0,1.0,,,usp000ccrh,2003-11-13 02:35:10.340000+00:00,34.712,103.834,10.0,5.1,"104 km WNW of Mawu, China",400,4.8,,5.1,2003,shallow,MINXIAN
5734,"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",5.6,2.0,5.0,True,2.0,,,CHINA,30,65.0,1.0,600.0,3.0,600.0,3.0,5.6,,65.0,1.0,600.0,3.0,4.0,1.0,,4.0,1.0,,,usp000ccvr,2003-11-14 18:49:46.500000+00:00,27.372,103.971,33.0,5.6,"25 km ENE of Zhaotong, China",482,5.31,,5.6,2003,intermediate,ZHAOTONG
5736,PHILIPPINES:  SAMAR:  CAN-AVID,6.5,2.0,6.1,True,2.0,,3.0,PHILIPPINES,170,21.0,1.0,1.0,1.0,,3.0,6.5,6.5,21.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,7.0,usp000cdb4,2003-11-18 17:14:22.620000+00:00,12.025,125.416,35.0,6.5,"4 km NW of Can-Avid, Philippines",650,6.355,,6.5,2003,intermediate,PHILIPPINES:  SAMAR:  CAN-AVID
5738,CHINA:  XINJIANG:  ZHAOSU,6.0,3.0,6.0,True,3.0,,,CHINA,40,47.0,1.0,769.0,3.0,,,6.0,5.9,47.0,1.0,769.0,3.0,11.0,1.0,,11.0,1.0,,,usp000ce8k,2003-12-01 01:38:31.960000+00:00,42.905,80.515,10.0,6.0,"106 km E of Kegen, Kazakhstan",554,7.34,,6.0,2003,shallow,CHINA:  XINJIANG:  ZHAOSU
5749,"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO",6.6,4.0,6.1,True,4.0,,,USA,150,47.0,1.0,40.0,1.0,,,6.6,6.4,47.0,1.0,40.0,1.0,2.0,1.0,263.0,2.0,1.0,263.0,8.0,nc21323712,2003-12-22 19:15:56.240000+00:00,35.7005,-121.1005,8.382,6.5,"10 km NE of San Simeon, California",1390,8.571,,6.5,2003,shallow,ATASCADERO
5750,PANAMA-COSTA RICA:  PUERTO ARMUELLES,6.5,2.0,6.0,True,2.0,,3.0,PANAMA,100,75.0,2.0,,,,3.0,6.5,6.4,75.0,2.0,,,2.0,1.0,,2.0,1.0,,,usp000cfzw,2003-12-25 07:11:11.590000+00:00,8.416,-82.824,33.0,6.5,"3 km SSE of Progreso, Panama",650,6.036,,6.5,2003,intermediate,PANAMA-COSTA RICA:  PUERTO ARMUELLES
5751,"IRAN:  SOUTHEASTERN:  BAM, BARAVAT",6.6,4.0,6.0,True,4.0,,,IRAN,140,30000.0,4.0,,4.0,,4.0,6.6,6.8,30000.0,4.0,,4.0,31000.0,4.0,500.0,31000.0,4.0,500.0,9.0,usp000cg2d,2003-12-26 01:56:52.440000+00:00,28.995,58.311,10.0,6.6,"13 km SSW of Bam, Iran",670,8.812,,6.6,2003,shallow,BARAVAT
5752,"INDONESIA:  BALI, LOMBOK",5.8,3.0,5.5,True,3.0,,,INDONESIA,60,29.0,1.0,6000.0,4.0,,,5.8,5.4,29.0,1.0,6000.0,4.0,1.0,1.0,12.0,1.0,1.0,12.0,6.0,usp000cgss,2004-01-01 20:59:31.910000+00:00,-8.31,115.788,44.5,5.8,"24 km NE of Amlapura, Indonesia",518,5.168,,5.8,2004,intermediate,LOMBOK
5758,INDONESIA:  NABIRE,7.0,2.0,6.1,True,2.0,,,INDONESIA,170,682.0,3.0,2678.0,4.0,,,7.0,7.1,682.0,3.0,2678.0,4.0,37.0,1.0,1.0,37.0,1.0,1.0,,usp000ckg7,2004-02-05 21:05:02.840000+00:00,-3.615,135.538,16.6,7.0,"28 km S of Nabire, Indonesia",754,6.757,,7.0,2004,shallow,INDONESIA:  NABIRE
5761,"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA",5.4,3.0,5.4,True,3.0,5379.0,4.0,PAKISTAN,60,40.0,1.0,1420.0,4.0,1420.0,4.0,5.4,5.2,40.0,1.0,1420.0,4.0,24.0,1.0,,24.0,1.0,,,usp000cm5g,2004-02-14 11:56:57.530000+00:00,34.798,73.206,11.0,5.4,"21 km NE of Battagram, Pakistan",449,6.077,,5.4,2004,shallow,MANSEHRA
5762,INDONESIA:  SUMATRA:  PADANGPANJANG,5.1,1.0,5.2,True,,100.0,2.0,INDONESIA,60,7.0,1.0,,,,,5.1,4.5,7.0,1.0,,,5.0,1.0,,5.0,1.0,,,usp000cmbk,2004-02-16 14:44:39.900000+00:00,-0.466,100.655,55.8,5.1,"27 km S of Payakumbuh, Indonesia",400,3.8,,5.1,2004,intermediate,INDONESIA:  SUMATRA:  PADANGPANJANG
5764,BURUNDI:  RUYAGA,4.7,1.0,4.7,True,1.0,,,BURUNDI,10,,,24.0,1.0,,,,,,,24.0,1.0,3.0,1.0,,3.0,1.0,,,usp000cmxd,2004-02-24 02:14:34.030000+00:00,-3.393,29.558,10.0,4.7,"14 km SSW of Muramvya, Burundi",340,5.083,,4.7,2004,shallow,BURUNDI:  RUYAGA
5765,"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH",6.4,4.0,6.2,True,4.0,,,MOROCCO,15,926.0,3.0,2539.0,4.0,,,6.4,6.4,926.0,3.0,2539.0,4.0,628.0,3.0,400.0,628.0,3.0,400.0,9.0,usp000cmxe,2004-02-24 02:27:46.230000+00:00,35.142,-3.997,0.0,6.4,"11 km SSW of Tirhanimîne, Morocco",630,9.038,,6.4,2004,shallow,BENI ABDALLAH
5767,TURKEY:  ERZURUM,5.6,1.0,5.0,True,1.0,,,TURKEY,140,46.0,1.0,45.0,1.0,45.0,1.0,5.6,5.4,46.0,1.0,45.0,1.0,10.0,1.0,,10.0,1.0,,,usp000cqvt,2004-03-25 19:30:49.040000+00:00,39.93,40.812,10.0,5.6,"10 km E of A?kale, Turkey",482,6.816,,5.6,2004,shallow,TURKEY:  ERZURUM
5776,TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK,5.2,1.0,5.2,True,1.0,,,TAIWAN,30,1.0,1.0,,,,,5.2,5.1,1.0,1.0,,,2.0,1.0,,2.0,1.0,,,usp000ctwv,2004-05-01 07:56:13.640000+00:00,24.081,121.611,44.6,5.2,"11 km N of Hualien City, Taiwan",416,3.726,,5.2,2004,intermediate,TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK
5780,PAKISTAN:  QUETTA,4.5,1.0,4.5,True,1.0,,1.0,PAKISTAN,60,30.0,1.0,,,,,,,30.0,1.0,,,1.0,1.0,,1.0,1.0,,,usp000cugd,2004-05-08 20:11:44.200000+00:00,30.126,67.121,10.0,4.5,"13 km ESE of Quetta, Pakistan",312,4.525,,4.5,2004,shallow,PAKISTAN:  QUETTA
5783,"IRAN:  MAZANDARAN, QAZVIN, TEHRAN",6.3,4.0,6.2,True,4.0,,3.0,IRAN,140,400.0,3.0,3880.0,4.0,,3.0,6.3,6.3,400.0,3.0,3880.0,4.0,35.0,1.0,165.0,35.0,1.0,165.0,8.0,usp000cwf9,2004-05-28 12:38:44.470000+00:00,36.29,51.61,17.0,6.3,"41 km SSE of Nowshahr, Iran",611,6.976,,6.3,2004,shallow,TEHRAN
5789,"SLOVENIA: BOVEC, KOBARID",5.2,1.0,5.0,True,1.0,,1.0,SLOVENIA,130,5.0,1.0,,1.0,,1.0,5.2,4.9,5.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,usp000d00p,2004-07-12 13:04:07.160000+00:00,46.296,13.641,7.7,5.2,"7 km NE of Kobarid, Slovenia",416,5.952,,5.2,2004,shallow,KOBARID
5791,"NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA",5.4,2.0,5.1,True,2.0,5.0,1.0,NEW ZEALAND,170,2.0,1.0,,,5.0,1.0,5.4,5.1,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,usp000d0d2,2004-07-18 04:22:22.600000+00:00,-38.0,176.51,5.0,5.6,"20 km WNW of Kawerau, New Zealand",482,6.397,,5.6,2004,shallow,TAURANGA
5792,AFGHANISTAN: PAKTIA PROVINCE,5.2,3.0,5.1,True,3.0,,,AFGHANISTAN,40,40.0,1.0,,3.0,,3.0,5.2,4.8,40.0,1.0,,3.0,2.0,1.0,,2.0,1.0,,,usp000d0du,2004-07-18 08:31:45.840000+00:00,33.426,69.524,10.0,5.2,"33 km SE of Gardez, Afghanistan",416,5.941,,5.2,2004,shallow,AFGHANISTAN: PAKTIA PROVINCE
5793,TURKEY:  DOGUBEYAZIT,4.0,1.0,4.8,True,1.0,,2.0,TURKEY,140,5.0,1.0,,,,,,4.0,5.0,1.0,,,1.0,1.0,,1.0,1.0,,,usp000d15r,2004-07-31 02:12:34.870000+00:00,39.776,44.042,37.6,4.0,"16 km S of I?d?r, Turkey",246,,,4.0,2004,intermediate,TURKEY:  DOGUBEYAZIT
5796,CHINA:  YUNNAN PROVINCE:  LUDIAN,5.4,4.0,5.1,True,4.0,65601.0,4.0,CHINA,30,600.0,3.0,18556.0,4.0,65601.0,4.0,5.4,5.1,600.0,3.0,18556.0,,4.0,1.0,50.0,4.0,1.0,50.0,,usp000d1w5,2004-08-10 10:26:14.730000+00:00,27.266,103.873,6.3,5.4,"16 km ESE of Zhaotong, China",449,6.822,,5.4,2004,shallow,CHINA:  YUNNAN PROVINCE:  LUDIAN
5797,"TURKEY:  ELAZIG, SIVRICE",5.7,1.0,5.3,True,1.0,,,TURKEY,140,11.0,1.0,,,,,5.7,5.5,11.0,1.0,,,1.0,1.0,,1.0,1.0,,,usp000d1yj,2004-08-11 15:48:26.820000+00:00,38.377,39.261,7.4,5.7,"8 km SSW of Sivrice, Turkey",500,6.983,,5.7,2004,shallow,SIVRICE
5800,ARGENTINA: CATAMARCA,6.1,1.0,6.1,True,1.0,,,ARGENTINA,160,,2.0,,2.0,,2.0,6.1,6.1,,2.0,,2.0,1.0,1.0,,1.0,1.0,,,usp000d3up,2004-09-07 11:53:06.110000+00:00,-28.573,-65.84,22.3,6.4,"12 km SSW of San Fernando del Valle de Catamarca, Argentina",630,6.582,,6.4,2004,shallow,ARGENTINA: CATAMARCA
5807,JAPAN:  HONSHU:  NIIGATA PREFECTURE,6.6,4.0,6.4,True,4.0,119492.0,4.0,JAPAN,30,4805.0,4.0,3175.0,4.0,119492.0,4.0,6.6,6.3,4805.0,4.0,3175.0,4.0,68.0,2.0,28000.0,68.0,2.0,28000.0,,usp000d6vk,2004-10-23 08:56:00.860000+00:00,37.226,138.779,16.0,6.6,"8 km SSW of Ojiya, Japan",670,8.023,,6.6,2004,shallow,JAPAN:  HONSHU:  NIIGATA PREFECTURE
5810,INDONESIA:  KEPULAUAN ALOR,7.5,3.0,6.5,True,3.0,16712.0,4.0,INDONESIA,60,400.0,3.0,781.0,3.0,16712.0,4.0,7.5,7.3,400.0,3.0,781.0,3.0,34.0,1.0,,34.0,1.0,,,usp000d85g,2004-11-11 21:26:41.150000+00:00,-8.152,124.868,10.0,7.5,"63 km NW of Maubara, Timor Leste",870,6.84,,7.5,2004,shallow,INDONESIA:  KEPULAUAN ALOR
5812,"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS",6.4,3.0,6.2,True,3.0,,,COSTA RICA,100,,2.0,526.0,3.0,,,6.4,6.3,,2.0,526.0,3.0,8.0,1.0,,8.0,1.0,,,usp000d8tf,2004-11-20 08:07:22.080000+00:00,9.602,-84.172,16.0,6.4,"17 km SSE of Tejar, Costa Rica",668,6.503,,6.4,2004,shallow,QUEPOS
5813,"GUADELOUPE:  BASSE-TERRE, LES SAINTES",6.3,4.0,6.3,True,4.0,,,GUADELOUPE,90,12.0,1.0,,3.0,,,6.3,6.1,12.0,1.0,,3.0,1.0,1.0,155.0,1.0,1.0,155.0,,usp000d8w3,2004-11-21 11:41:07.760000+00:00,15.679,-61.706,14.0,6.3,"20 km SSW of Petites Anses, Guadeloupe",734,6.809,,6.3,2004,shallow,LES SAINTES
5817,INDONESIA:  NABIRE,7.1,4.0,6.2,True,4.0,,,INDONESIA,170,130.0,3.0,328.0,3.0,,,7.1,7.2,130.0,3.0,328.0,3.0,32.0,1.0,55.0,32.0,1.0,55.0,8.0,usp000d975,2004-11-26 02:25:03.310000+00:00,-3.609,135.404,10.0,7.1,"29 km SSW of Nabire, Indonesia",776,6.821,,7.1,2004,shallow,INDONESIA:  NABIRE
5823,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,9.1,4.0,7.0,True,4.0,,4.0,INDONESIA,60,,3.0,,3.0,,3.0,9.1,8.8,,3.0,,4.0,1001.0,4.0,10000.0,227899.0,4.0,10000.0,,official20041226005853450_30,2004-12-26 00:58:53.450000+00:00,3.295,95.982,30.0,9.1,2004 Sumatra - Andaman Islands Earthquake,1278,7.909,,9.1,2004,shallow,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST
5839,INDONESIA:  SULAWESI:  PALU,6.3,2.0,5.8,True,2.0,,,INDONESIA,170,4.0,1.0,,,,,6.3,5.9,4.0,1.0,,,1.0,1.0,,1.0,1.0,,,usp000de4m,2005-01-23 20:10:12.150000+00:00,-1.198,119.933,11.0,6.3,"32 km SSE of Palu, Indonesia",611,7.374,,6.3,2005,shallow,INDONESIA:  SULAWESI:  PALU
5841,TURKEY:  HAKKARI,5.9,1.0,5.3,True,1.0,,,TURKEY,140,22.0,1.0,,,,,5.9,5.6,22.0,1.0,,,2.0,1.0,,2.0,1.0,,,usp000debc,2005-01-25 16:44:16.130000+00:00,37.622,43.703,41.2,5.9,Turkey-Iraq border region,536,5.72,,5.9,2005,intermediate,TURKEY:  HAKKARI
5844,INDONESIA:  JAVA:  GARUT,4.8,2.0,4.8,True,2.0,,,INDONESIA,60,,2.0,,2.0,,2.0,,,,2.0,,2.0,1.0,1.0,,1.0,1.0,,,usp000dfcz,2005-02-02 05:55:18.240000+00:00,-7.037,107.819,15.0,4.8,"9 km NE of Paseh, Indonesia",354,4.4,,4.8,2005,shallow,INDONESIA:  JAVA:  GARUT
5848,IRAN:  KERMAN PROVINCE:  ZARAND,6.4,4.0,6.0,True,4.0,,,IRAN,140,1411.0,4.0,8000.0,4.0,8000.0,4.0,6.4,6.5,1411.0,4.0,8000.0,4.0,612.0,3.0,,612.0,3.0,,,usp000dgpx,2005-02-22 02:25:22.920000+00:00,30.754,56.816,14.0,6.4,"24 km ESE of Zarand, Iran",641,7.988,,6.4,2005,shallow,IRAN:  KERMAN PROVINCE:  ZARAND
5850,"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",4.3,2.0,5.0,True,2.0,,,SOUTH AFRICA,10,58.0,2.0,,,,,,4.3,58.0,2.0,,,2.0,1.0,,2.0,1.0,,,usp000dhvy,2005-03-09 16:47:25.710000+00:00,-26.927,26.986,5.0,4.4,"23 km ESE of Stilfontein, South Africa",298,5.873,,4.4,2005,shallow,STILFONTEIN
5856,"JAPAN:  KYUSHU:  FUKUOKA, GENKAI",6.6,2.0,5.9,True,2.0,,,JAPAN,30,500.0,3.0,65.0,2.0,,,6.6,6.7,500.0,3.0,65.0,2.0,1.0,1.0,,1.0,1.0,,,usp000djku,2005-03-20 01:53:41.830000+00:00,33.807,130.131,10.0,6.6,"28 km NNW of Maebaru-ch??, Japan",805,7.319,,6.6,2005,shallow,GENKAI
6657,INDONESIA:  SUMATERA:  SW,8.6,4.0,7.2,True,4.0,,,INDONESIA,60,340.0,3.0,300.0,3.0,300.0,3.0,8.6,8.4,340.0,3.0,300.0,3.0,1303.0,4.0,37.36,1319.0,4.0,37.36,,official20050328160936530_30,2005-03-28 16:09:36.530000+00:00,2.085,97.108,30.0,8.6,"78 km WSW of Singkil, Indonesia",1138,8.475,,8.6,2005,shallow,INDONESIA:  SUMATERA:  SW
6776,"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",7.5,2.0,6.7,True,2.0,,,PERU,160,60.0,2.0,,3.0,,,7.5,,60.0,2.0,,3.0,5.0,1.0,,5.0,1.0,,,usp000e09h,2005-09-26 01:55:37.670000+00:00,-5.678,-76.398,115.0,7.5,"39 km NW of Yurimaguas, Peru",1018,7.23,,7.5,2005,intermediate,TARAPOTA
6778,"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",7.6,4.0,6.9,True,4.0,,,PAKISTAN,60,146599.0,4.0,,3.0,,3.0,7.6,7.7,146599.0,4.0,,3.0,76213.0,4.0,6680.0,76213.0,4.0,6680.0,8.0,usp000e12e,2005-10-08 03:50:40.800000+00:00,34.539,73.588,26.0,7.6,"21 km NNE of Muzaffar?b?d, Pakistan",1268,8.776,,7.6,2005,shallow,BARAMULA
6779,TURKEY:  IZMIR,5.9,1.0,5.5,True,1.0,,,TURKEY,140,15.0,1.0,,2.0,,2.0,5.9,5.7,15.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,,usp000e2bq,2005-10-20 21:40:04.090000+00:00,38.152,26.751,10.0,5.9,"9 km WSW of Seferihisar, Turkey",575,6.884,,5.9,2005,shallow,TURKEY:  IZMIR
6825,CHINA:  GUANGXI PROVINCE,4.2,1.0,4.2,True,1.0,,,CHINA,30,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,usp000e2y0,2005-10-27 11:18:57.350000+00:00,23.604,107.798,10.0,4.2,"102 km NNW of Nanning, China",271,4.773,,4.2,2005,shallow,CHINA:  GUANGXI PROVINCE
6828,"CHINA:  JIANGXI:  JIUJIANG, RUICHANG",5.2,3.0,5.4,True,3.0,,,CHINA,30,8000.0,4.0,150000.0,4.0,,,5.2,4.9,8000.0,4.0,150000.0,4.0,16.0,1.0,,16.0,1.0,,,usp000e4wu,2005-11-26 00:49:37.830000+00:00,29.671,115.688,11.1,5.2,"23 km SSE of Wuxue, China",441,6.633,,5.2,2005,shallow,RUICHANG
6829,"IRAN:  QESHM, ZIRANG",6.0,2.0,6.1,True,2.0,,,IRAN,140,100.0,2.0,,,,,6.0,5.8,100.0,2.0,,,13.0,1.0,,13.0,1.0,,,usp000e501,2005-11-27 10:22:19.190000+00:00,26.774,55.858,10.0,5.9,"45 km WSW of Qeshm, Iran",614,7.231,,5.9,2005,shallow,ZIRANG
6830,CONGO:  KALEMIE,6.8,1.0,6.4,True,1.0,,,CONGO,10,,,300.0,3.0,,,6.8,7.2,,,300.0,3.0,6.0,1.0,,6.0,1.0,,4.0,usp000e5jx,2005-12-05 12:19:56.620000+00:00,-6.224,29.83,22.0,6.8,"76 km ESE of Kalemie, Democratic Republic of the Congo",744,7.169,,6.8,2005,shallow,CONGO:  KALEMIE
6831,"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN",6.5,1.0,6.0,True,1.0,,,AFGHANISTAN,40,1.0,1.0,100.0,2.0,100.0,2.0,6.5,,1.0,1.0,100.0,2.0,5.0,1.0,,5.0,1.0,,,usp000e61s,2005-12-12 21:47:46.070000+00:00,36.357,71.093,224.6,6.5,"53 km SW of Ashk?sham, Afghanistan",721,5.232,,6.5,2005,deep,BADAKHSHAN
7223,INDIA:  SIKKIM,5.3,1.0,5.4,True,1.0,,,INDIA,60,2.0,1.0,,,,,5.3,4.8,2.0,1.0,,,2.0,1.0,,2.0,1.0,,,usp000ea1q,2006-02-14 00:55:25.060000+00:00,27.382,88.388,30.0,5.3,"16 km NE of Gyalshing, India",433,4.366,,5.3,2006,shallow,INDIA:  SIKKIM
7225,MOZAMBIQUE,7.0,2.0,6.5,True,2.0,,,MOZAMBIQUE,10,36.0,1.0,294.0,3.0,,,7.0,7.5,36.0,1.0,294.0,3.0,4.0,1.0,,4.0,1.0,,5.0,usp000eamh,2006-02-22 22:19:07.800000+00:00,-21.324,33.583,11.0,7.0,"160 km SE of Chipinge, Zimbabwe",891,8.758,,7.0,2006,shallow,MOZAMBIQUE
7232,IRAN:  SOUTHERN,5.9,1.0,5.7,True,1.0,,,IRAN,140,1.0,1.0,,,,,5.9,5.5,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,usp000ecw4,2006-03-25 07:28:57.650000+00:00,27.574,55.685,18.0,5.9,"72 km NW of Bandar Abbas, Iran",537,6.279,,5.9,2006,shallow,IRAN:  SOUTHERN
7234,"IRAN:  WESTERN:  BORUJERD, DORUD",6.1,3.0,5.7,True,3.0,,,IRAN,140,1300.0,4.0,,3.0,,3.0,6.1,6.0,1300.0,4.0,,3.0,70.0,2.0,,70.0,2.0,,,usp000edad,2006-03-31 01:17:00.960000+00:00,33.5,48.78,7.0,6.1,"18 km SW of Azn?, Iran",575,8.391,,6.1,2006,shallow,DORUD
